;id;atlas_id;ontology_id;acronym;name;color_hex_triplet;graph_order;st_level;hemisphere_id;parent_structure_id
598;551;68.0;1;CEAl;Central amygdalar nucleus, lateral part;80C0E2;597;9;3;536.0
599;559;69.0;1;CEAm;Central amygdalar nucleus, medial part;80C0E2;598;9;3;536.0
600;1105;137.0;1;IA;Intercalated amygdalar nucleus;80C0E2;599;8;3;278.0
601;403;191.0;1;MEA;Medial amygdalar nucleus;80C0E2;600;8;3;278.0
602;411;192.0;1;MEAad;Medial amygdalar nucleus, anterodorsal part;80C0E2;601;9;3;403.0
603;418;193.0;1;MEAav;Medial amygdalar nucleus, anteroventral part;80C0E2;602;9;3;403.0
604;426;194.0;1;MEApd;Medial amygdalar nucleus, posterodorsal part;80C0E2;603;9;3;403.0
605;472;907.0;1;MEApd-a;Medial amygdalar nucleus, posterodorsal part, sublayer a;80C0E2;604;11;3;426.0
606;480;908.0;1;MEApd-b;Medial amygdalar nucleus, posterodorsal part, sublayer b;80C0E2;605;11;3;426.0
607;487;909.0;1;MEApd-c;Medial amygdalar nucleus, posterodorsal part, sublayer c;80C0E2;606;11;3;426.0
608;435;195.0;1;MEApv;Medial amygdalar nucleus, posteroventral part;80C0E2;607;9;3;403.0
609;803;241.0;1;PAL;Pallidum;8599CC;608;5;3;623.0
610;818;243.0;1;PALd;Pallidum, dorsal region;8599CC;609;6;3;803.0
611;1022;127.0;1;GPe;Globus pallidus, external segment;8599CC;610;8;3;818.0
612;1031;128.0;1;GPi;Globus pallidus, internal segment;8599CC;611;8;3;818.0
613;835;245.0;1;PALv;Pallidum, ventral region;A2B1D8;612;6;3;803.0
614;342;325.0;1;SI;Substantia innominata;A2B1D8;613;8;3;835.0
615;298;178.0;1;MA;Magnocellular nucleus;A2B1D8;614;8;3;835.0
616;826;244.0;1;PALm;Pallidum, medial region;96A7D3;615;6;3;803.0
617;904;395.0;1;MSC;Medial septal complex;96A7D3;616;8;3;826.0
618;564;211.0;1;MS;Medial septal nucleus;96A7D3;617;9;3;904.0
619;596;215.0;1;NDB;Diagonal band nucleus;96A7D3;618;9;3;904.0
620;581;355.0;1;TRS;Triangular nucleus of septum;96A7D3;619;8;3;826.0
621;809;242.0;1;PALc;Pallidum, caudal region;B3C0DF;620;6;3;803.0
622;351;43.0;1;BST;Bed nuclei of the stria terminalis;B3C0DF;621;8;3;809.0
623;359;44.0;1;BSTa;Bed nuclei of the stria terminalis, anterior division;B3C0DF;622;9;3;351.0
624;537;774.0;1;BSTal;Bed nuclei of the stria terminalis, anterior division, anterolateral area;B3C0DF;623;10;3;359.0
625;498;769.0;1;BSTam;Bed nuclei of the stria terminalis, anterior division, anteromedial area;B3C0DF;624;10;3;359.0
626;505;770.0;1;BSTdm;Bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus;B3C0DF;625;10;3;359.0
627;513;771.0;1;BSTfu;Bed nuclei of the stria terminalis, anterior division, fusiform nucleus;B3C0DF;626;10;3;359.0
628;546;775.0;1;BSTju;Bed nuclei of the stria terminalis, anterior division, juxtacapsular nucleus;B3C0DF;627;10;3;359.0
629;521;772.0;1;BSTmg;Bed nuclei of the stria terminalis, anterior division, magnocellular nucleus;B3C0DF;628;10;3;359.0
630;554;776.0;1;BSTov;Bed nuclei of the stria terminalis, anterior division, oval nucleus;B3C0DF;629;10;3;359.0
631;562;777.0;1;BSTrh;Bed nuclei of the stria terminalis, anterior division, rhomboid nucleus;B3C0DF;630;10;3;359.0
632;529;773.0;1;BSTv;Bed nuclei of the stria terminalis, anterior division, ventral nucleus;B3C0DF;631;10;3;359.0
633;367;45.0;1;BSTp;Bed nuclei of the stria terminalis, posterior division;B3C0DF;632;9;3;351.0
634;569;778.0;1;BSTd;Bed nuclei of the stria terminalis, posterior division, dorsal nucleus;B3C0DF;633;10;3;367.0
635;578;779.0;1;BSTpr;Bed nuclei of the stria terminalis, posterior division, principal nucleus;B3C0DF;634;10;3;367.0
636;585;780.0;1;BSTif;Bed nuclei of the stria terminalis, posterior division, interfascicular nucleus;B3C0DF;635;10;3;367.0
637;594;781.0;1;BSTtr;Bed nuclei of the stria terminalis, posterior division, transverse nucleus;B3C0DF;636;10;3;367.0
638;602;782.0;1;BSTse;Bed nuclei of the stria terminalis, posterior division, strial extension;B3C0DF;637;10;3;367.0
639;287;35.0;1;BAC;Bed nucleus of the anterior commissure;B3C0DF;638;8;3;809.0
640;343;42.0;1;BS;Brain stem;FF7080;639;2;3;8.0
641;1129;140.0;1;IB;Interbrain;FF7080;640;3;3;343.0
642;549;351.0;1;TH;Thalamus;FF7080;641;5;3;1129.0
643;864;107.0;1;DORsm;Thalamus, sensory-motor cortex related;FF8084;642;6;3;549.0
644;637;362.0;1;VENT;Ventral group of the dorsal thalamus;FF8084;643;7;3;864.0
645;629;361.0;1;VAL;Ventral anterior-lateral complex of the thalamus;FF8084;644;8;3;637.0
646;685;368.0;1;VM;Ventral medial nucleus of the thalamus;FF8084;645;8;3;637.0
647;709;371.0;1;VP;Ventral posterior complex of the thalamus;FF8084;646;8;3;637.0
648;718;372.0;1;VPL;Ventral posterolateral nucleus of the thalamus;FF8084;647;9;3;709.0
649;725;373.0;1;VPLpc;Ventral posterolateral nucleus of the thalamus, parvicellular part;FF8084;648;9;3;709.0
650;733;374.0;1;VPM;Ventral posteromedial nucleus of the thalamus;FF8084;649;9;3;709.0
651;741;375.0;1;VPMpc;Ventral posteromedial nucleus of the thalamus, parvicellular part;FF8084;650;9;3;709.0
652;563807435;;1;PoT;Posterior triangular thalamic nucleus;FF8084;651;8;3;637.0
653;406;333.0;1;SPF;Subparafascicular nucleus;FF8084;652;8;3;864.0
654;414;334.0;1;SPFm;Subparafascicular nucleus, magnocellular part;FF8084;653;9;3;406.0
655;422;335.0;1;SPFp;Subparafascicular nucleus, parvicellular part;FF8084;654;9;3;406.0
656;609;783.0;1;SPA;Subparafascicular area;FF8084;655;8;3;864.0
657;1044;271.0;1;PP;Peripeduncular nucleus;FF8084;656;8;3;864.0
658;1008;125.0;1;GENd;Geniculate group, dorsal thalamus;FF8084;657;7;3;864.0
659;475;200.0;1;MG;Medial geniculate complex;FF8084;658;8;3;1008.0
660;1072;416.0;1;MGd;Medial geniculate complex, dorsal part;FF8084;659;9;3;475.0
661;1079;417.0;1;MGv;Medial geniculate complex, ventral part;FF8084;660;9;3;475.0
662;1088;418.0;1;MGm;Medial geniculate complex, medial part;FF8084;661;9;3;475.0
663;170;162.0;1;LGd;Dorsal part of the lateral geniculate complex;FF8084;662;8;3;1008.0
664;496345664;;1;LGd-sh;Dorsal part of the lateral geniculate complex, shell;FF8084;663;9;3;170.0
665;496345668;;1;LGd-co;Dorsal part of the lateral geniculate complex, core;FF8084;664;9;3;170.0
666;496345672;;1;LGd-ip;Dorsal part of the lateral geniculate complex, ipsilateral zone;FF8084;665;9;3;170.0
667;856;106.0;1;DORpm;Thalamus, polymodal association cortex related;FF909F;666;6;3;549.0
668;138;158.0;1;LAT;Lateral group of the dorsal thalamus;FF909F;667;7;3;856.0
669;218;168.0;1;LP;Lateral posterior nucleus of the thalamus;FF909F;668;8;3;138.0
670;1020;268.0;1;PO;Posterior complex of the thalamus;FF909F;669;8;3;138.0
671;1029;269.0;1;POL;Posterior limiting nucleus of the thalamus;FF909F;670;8;3;138.0
672;325;323.0;1;SGN;Suprageniculate nucleus;FF909F;671;8;3;138.0
673;560581551;;1;Eth;Ethmoid nucleus of the thalamus;FF909F;672;8;3;138.0
674;560581555;;1;REth;Retroethmoid nucleus;FF909F;673;8;3;138.0
675;239;29.0;1;ATN;Anterior group of the dorsal thalamus;FF909F;674;7;3;856.0
676;255;31.0;1;AV;Anteroventral nucleus of thalamus;FF909F;675;8;3;239.0
677;127;15.0;1;AM;Anteromedial nucleus;FF909F;676;8;3;239.0
678;1096;419.0;1;AMd;Anteromedial nucleus, dorsal part;FF909F;677;9;3;127.0
679;1104;420.0;1;AMv;Anteromedial nucleus, ventral part;FF909F;678;9;3;127.0
680;64;7.0;1;AD;Anterodorsal nucleus;FF909F;679;8;3;239.0
681;1120;139.0;1;IAM;Interanteromedial nucleus of the thalamus;FF909F;680;8;3;239.0
682;1113;138.0;1;IAD;Interanterodorsal nucleus of the thalamus;FF909F;681;8;3;239.0
683;155;160.0;1;LD;Lateral dorsal nucleus of thalamus;FF909F;682;8;3;239.0
684;444;196.0;1;MED;Medial group of the dorsal thalamus;FF909F;683;7;3;856.0
685;59;148.0;1;IMD;Intermediodorsal nucleus of the thalamus;FF909F;684;8;3;444.0
686;362;186.0;1;MD;Mediodorsal nucleus of thalamus;FF909F;685;8;3;444.0
687;617;784.0;1;MDc;Mediodorsal nucleus of the thalamus, central part;FF909F;686;9;3;362.0
688;626;785.0;1;MDl;Mediodorsal nucleus of the thalamus, lateral part;FF909F;687;9;3;362.0
689;636;786.0;1;MDm;Mediodorsal nucleus of the thalamus, medial part;FF909F;688;9;3;362.0
690;366;328.0;1;SMT;Submedial nucleus of the thalamus;FF909F;689;8;3;444.0
691;1077;275.0;1;PR;Perireunensis nucleus;FF909F;690;8;3;444.0
692;571;212.0;1;MTN;Midline group of the dorsal thalamus;FF909F;691;7;3;856.0
693;149;301.0;1;PVT;Paraventricular nucleus of the thalamus;FF909F;692;8;3;571.0
694;15;284.0;1;PT;Parataenial nucleus;FF909F;693;8;3;571.0
695;181;305.0;1;RE;Nucleus of reuniens;FF909F;694;8;3;571.0
696;560581559;;1;Xi;Xiphoid thalamic nucleus;FF909F;695;8;3;571.0
697;51;147.0;1;ILM;Intralaminar nuclei of the dorsal thalamus;FF909F;696;7;3;856.0
698;189;306.0;1;RH;Rhomboid nucleus;FF909F;697;8;3;51.0
699;599;74.0;1;CM;Central medial nucleus of the thalamus;FF909F;698;8;3;51.0
700;907;254.0;1;PCN;Paracentral nucleus;FF909F;699;8;3;51.0
701;575;71.0;1;CL;Central lateral nucleus of the thalamus;FF909F;700;8;3;51.0
702;930;257.0;1;PF;Parafascicular nucleus;FF909F;701;8;3;51.0
703;560581563;;1;PIL;Posterior intralaminar thalamic nucleus;FF909F;702;8;3;51.0
704;262;315.0;1;RT;Reticular nucleus of the thalamus;FF909F;703;8;3;856.0
705;1014;126.0;1;GENv;Geniculate group, ventral thalamus;FF909F;704;7;3;856.0
706;27;144.0;1;IGL;Intergeniculate leaflet of the lateral geniculate complex;FF909F;705;8;3;1014.0
707;563807439;;1;IntG;Intermediate geniculate nucleus;FF909F;706;8;3;1014.0
708;178;163.0;1;LGv;Ventral part of the lateral geniculate complex;FF909F;707;8;3;1014.0
709;300;461.0;1;LGvl;Ventral part of the lateral geniculate complex, lateral zone;FF909F;708;9;3;178.0
710;316;463.0;1;LGvm;Ventral part of the lateral geniculate complex, medial zone;FF909F;709;9;3;178.0
711;321;464.0;1;SubG;Subgeniculate nucleus;FF909F;710;8;3;1014.0
712;958;119.0;1;EPI;Epithalamus;FF909F;711;7;3;856.0
713;483;201.0;1;MH;Medial habenula;FF909F;712;8;3;958.0
714;186;164.0;1;LH;Lateral habenula;FF909F;713;8;3;958.0
715;953;260.0;1;PIN;Pineal body;FF909F;714;8;3;958.0
716;1097;136.0;1;HY;Hypothalamus;E64438;715;5;3;1129.0
717;157;302.0;1;PVZ;Periventricular zone;FF5D50;716;6;3;1097.0
718;390;331.0;1;SO;Supraoptic nucleus;FF5D50;717;8;3;157.0
719;332;465.0;1;ASO;Accessory supraoptic group;FF5D50;718;7;3;157.0
720;432;902.0;1;NC;Nucleus circularis;FF5D50;719;8;3;332.0
721;38;287.0;1;PVH;Paraventricular hypothalamic nucleus;FF5D50;720;8;3;157.0
722;71;291.0;1;PVHm;Paraventricular hypothalamic nucleus, magnocellular division;FF5D50;721;9;3;38.0
723;47;288.0;1;PVHam;Paraventricular hypothalamic nucleus, magnocellular division, anterior magnocellular part;FF5D50;722;10;3;71.0
724;79;292.0;1;PVHmm;Paraventricular hypothalamic nucleus, magnocellular division, medial magnocellular part;FF5D50;723;10;3;71.0
725;103;295.0;1;PVHpm;Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part;FF5D50;724;10;3;71.0
726;652;788.0;1;PVHpml;Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone;FF5D50;725;11;3;103.0
727;660;789.0;1;PVHpmm;Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, medial zone;FF5D50;726;11;3;103.0
728;94;294.0;1;PVHp;Paraventricular hypothalamic nucleus, parvicellular division;FF5D50;727;9;3;38.0
729;55;289.0;1;PVHap;Paraventricular hypothalamic nucleus, parvicellular division, anterior parvicellular part;FF5D50;728;10;3;94.0
730;87;293.0;1;PVHmpd;Paraventricular hypothalamic nucleus, parvicellular division, medial parvicellular part, dorsal zone;FF5D50;729;10;3;94.0
731;110;296.0;1;PVHpv;Paraventricular hypothalamic nucleus, parvicellular division, periventricular part;FF5D50;730;10;3;94.0
732;30;286.0;1;PVa;Periventricular hypothalamic nucleus, anterior part;FF5D50;731;9;3;157.0
733;118;297.0;1;PVi;Periventricular hypothalamic nucleus, intermediate part;FF5D50;732;9;3;157.0
734;223;27.0;1;ARH;Arcuate hypothalamic nucleus;FF5D50;733;8;3;157.0
735;141;300.0;1;PVR;Periventricular region;FF5547;734;6;3;1097.0
736;72;8.0;1;ADP;Anterodorsal preoptic nucleus;FF5547;735;8;3;141.0
737;80;9.0;1;AHA;Anterior hypothalamic area;FF5547;736;8;3;141.0
738;263;32.0;1;AVP;Anteroventral preoptic nucleus;FF5547;737;8;3;141.0
739;272;33.0;1;AVPV;Anteroventral periventricular nucleus;FF5547;738;8;3;141.0
740;830;103.0;1;DMH;Dorsomedial nucleus of the hypothalamus;FF5547;739;8;3;141.0
741;668;790.0;1;DMHa;Dorsomedial nucleus of the hypothalamus, anterior part;FF5547;740;9;3;830.0
742;676;791.0;1;DMHp;Dorsomedial nucleus of the hypothalamus, posterior part;FF5547;741;9;3;830.0
743;684;792.0;1;DMHv;Dorsomedial nucleus of the hypothalamus, ventral part;FF5547;742;9;3;830.0
744;452;197.0;1;MEPO;Median preoptic nucleus;FF5547;743;8;3;141.0
745;523;206.0;1;MPO;Medial preoptic area;FF5547;744;8;3;141.0
746;763;236.0;1;OV;Vascular organ of the lamina terminalis;FF5547;745;8;3;141.0
747;914;255.0;1;PD;Posterodorsal preoptic nucleus;FF5547;746;8;3;141.0
748;1109;279.0;1;PS;Parastrial nucleus;FF5547;747;8;3;141.0
749;1124;281.0;1;PSCH;Suprachiasmatic preoptic nucleus;FF5547;748;8;3;141.0
750;126;298.0;1;PVp;Periventricular hypothalamic nucleus, posterior part;FF5547;749;8;3;141.0
751;133;299.0;1;PVpo;Periventricular hypothalamic nucleus, preoptic part;FF5547;750;8;3;141.0
752;347;467.0;1;SBPV;Subparaventricular zone;FF5547;751;8;3;141.0
753;286;318.0;1;SCH;Suprachiasmatic nucleus;FF5547;752;8;3;141.0
754;338;466.0;1;SFO;Subfornical organ;FF5547;753;8;3;141.0
755;576073699;;1;VMPO;Ventromedial preoptic nucleus;FF5547;754;8;3;141.0
756;689;793.0;1;VLPO;Ventrolateral preoptic nucleus;FF5547;755;8;3;141.0
757;467;199.0;1;MEZ;Hypothalamic medial zone;FF4C3E;756;6;3;1097.0
758;88;10.0;1;AHN;Anterior hypothalamic nucleus;FF4C3E;757;8;3;467.0
759;700;794.0;1;AHNa;Anterior hypothalamic nucleus, anterior part;FF4C3E;758;9;3;88.0
760;708;795.0;1;AHNc;Anterior hypothalamic nucleus, central part;FF4C3E;759;9;3;88.0
761;716;796.0;1;AHNd;Anterior hypothalamic nucleus, dorsal part;FF4C3E;760;9;3;88.0
762;724;797.0;1;AHNp;Anterior hypothalamic nucleus, posterior part;FF4C3E;761;9;3;88.0
763;331;182.0;1;MBO;Mammillary body;FF4C3E;762;7;3;467.0
764;210;167.0;1;LM;Lateral mammillary nucleus;FF4C3E;763;8;3;331.0
765;491;202.0;1;MM;Medial mammillary nucleus;FF4C3E;764;8;3;331.0
766;732;798.0;1;MMme;Medial mammillary nucleus, median part;FF4C3E;765;9;3;491.0
767;606826647;;1;MMl;Medial mammillary nucleus, lateral part;FF4C3E;766;9;3;491.0
768;606826651;;1;MMm;Medial mammillary nucleus, medial part;FF4C3E;767;9;3;491.0
769;606826655;;1;MMp;Medial mammillary nucleus, posterior part;FF4C3E;768;9;3;491.0
770;606826659;;1;MMd;Medial mammillary nucleus, dorsal part;FF4C3E;769;9;3;491.0
771;525;348.0;1;SUM;Supramammillary nucleus;FF4C3E;770;8;3;331.0
772;1110;421.0;1;SUMl;Supramammillary nucleus, lateral part;FF4C3E;771;9;3;525.0
773;1118;422.0;1;SUMm;Supramammillary nucleus, medial part;FF4C3E;772;9;3;525.0
774;557;352.0;1;TM;Tuberomammillary nucleus;FF4C3E;773;8;3;331.0
775;1126;423.0;1;TMd;Tuberomammillary nucleus, dorsal part;FF4C3E;774;9;3;557.0
776;1;424.0;1;TMv;Tuberomammillary nucleus, ventral part;FF4C3E;775;9;3;557.0
777;515;205.0;1;MPN;Medial preoptic nucleus;FF4C3E;776;8;3;467.0
778;740;799.0;1;MPNc;Medial preoptic nucleus, central part;FF4C3E;777;9;3;515.0
779;748;800.0;1;MPNl;Medial preoptic nucleus, lateral part;FF4C3E;778;9;3;515.0
780;756;801.0;1;MPNm;Medial preoptic nucleus, medial part;FF4C3E;779;9;3;515.0
781;980;263.0;1;PMd;Dorsal premammillary nucleus;FF4C3E;780;8;3;467.0
782;1004;266.0;1;PMv;Ventral premammillary nucleus;FF4C3E;781;8;3;467.0
783;63;290.0;1;PVHd;Paraventricular hypothalamic nucleus, descending division;FF4C3E;782;8;3;467.0
784;439;903.0;1;PVHdp;Paraventricular hypothalamic nucleus, descending division, dorsal parvicellular part;FF4C3E;783;9;3;63.0
785;447;904.0;1;PVHf;Paraventricular hypothalamic nucleus, descending division, forniceal part;FF4C3E;784;9;3;63.0
786;455;905.0;1;PVHlp;Paraventricular hypothalamic nucleus, descending division, lateral parvicellular part;FF4C3E;785;9;3;63.0
787;464;906.0;1;PVHmpv;Paraventricular hypothalamic nucleus, descending division, medial parvicellular part, ventral zone;FF4C3E;786;9;3;63.0
788;693;369.0;1;VMH;Ventromedial hypothalamic nucleus;FF4C3E;787;8;3;467.0
789;761;802.0;1;VMHa;Ventromedial hypothalamic nucleus, anterior part;FF4C3E;788;9;3;693.0
790;769;803.0;1;VMHc;Ventromedial hypothalamic nucleus, central part;FF4C3E;789;9;3;693.0
791;777;804.0;1;VMHdm;Ventromedial hypothalamic nucleus, dorsomedial part;FF4C3E;790;9;3;693.0
792;785;805.0;1;VMHvl;Ventromedial hypothalamic nucleus, ventrolateral part;FF4C3E;791;9;3;693.0
793;946;259.0;1;PH;Posterior hypothalamic nucleus;FF4C3E;792;8;3;467.0
794;290;177.0;1;LZ;Hypothalamic lateral zone;F2483B;793;6;3;1097.0
795;194;165.0;1;LHA;Lateral hypothalamic area;F2483B;794;8;3;290.0
796;226;169.0;1;LPO;Lateral preoptic area;F2483B;795;8;3;290.0
797;356;468.0;1;PST;Preparasubthalamic nucleus;F2483B;796;8;3;290.0
798;364;469.0;1;PSTN;Parasubthalamic nucleus;F2483B;797;8;3;290.0
799;576073704;;1;PeF;Perifornical nucleus;F2483B;798;8;3;290.0
800;173;304.0;1;RCH;Retrochiasmatic area;F2483B;799;8;3;290.0
801;470;341.0;1;STN;Subthalamic nucleus;F2483B;800;8;3;290.0
802;614;359.0;1;TU;Tuberal nucleus;F2483B;801;8;3;290.0
803;797;382.0;1;ZI;Zona incerta;F2483B;802;8;3;290.0
804;796;806.0;1;A13;Dopaminergic A13 group;F2483B;803;9;3;797.0
805;804;807.0;1;FF;Fields of Forel;F2483B;804;9;3;797.0
806;10671;;1;ME;Median eminence;F2483B;805;8;3;1097.0
807;313;180.0;1;MB;Midbrain;FF64FF;806;5;3;343.0
808;339;183.0;1;MBsen;Midbrain, sensory related;FF7AFF;807;6;3;313.0
809;302;320.0;1;SCs;Superior colliculus, sensory related;FF7AFF;808;8;3;339.0
810;851;813.0;1;SCop;Superior colliculus, optic layer;FF7AFF;809;9;3;302.0
811;842;812.0;1;SCsg;Superior colliculus, superficial gray layer;FF7AFF;810;9;3;302.0
812;834;811.0;1;SCzo;Superior colliculus, zonal layer;FF7AFF;811;9;3;302.0
813;4;141.0;1;IC;Inferior colliculus;FF7AFF;812;8;3;339.0
814;811;808.0;1;ICc;Inferior colliculus, central nucleus;FF7AFF;813;9;3;4.0
815;820;809.0;1;ICd;Inferior colliculus, dorsal nucleus;FF7AFF;814;9;3;4.0
816;828;810.0;1;ICe;Inferior colliculus, external nucleus;FF7AFF;815;9;3;4.0
817;580;213.0;1;NB;Nucleus of the brachium of the inferior colliculus;FF7AFF;816;8;3;339.0
818;271;316.0;1;SAG;Nucleus sagulum;FF7AFF;817;8;3;339.0
819;874;250.0;1;PBG;Parabigeminal nucleus;FF7AFF;818;8;3;339.0
820;460;198.0;1;MEV;Midbrain trigeminal nucleus;FF7AFF;819;8;3;339.0
821;599626923;;1;SCO;Subcommissural organ;FF7AFF;820;8;3;339.0
822;323;181.0;1;MBmot;Midbrain, motor related;FF90FF;821;6;3;313.0
823;381;330.0;1;SNr;Substantia nigra, reticular part;FF90FF;822;8;3;323.0
824;749;376.0;1;VTA;Ventral tegmental area;FF90FF;823;8;3;323.0
825;607344830;;1;PN;Paranigral nucleus;FF90FF;824;8;3;323.0
826;246;313.0;1;RR;Midbrain reticular nucleus, retrorubral area;FF90FF;825;8;3;323.0
827;128;864.0;1;MRN;Midbrain reticular nucleus;FF90FF;826;8;3;323.0
828;539;208.0;1;MRNm;Midbrain reticular nucleus, magnocellular part;FF90FF;827;9;3;128.0
829;548;209.0;1;MRNmg;Midbrain reticular nucleus, magnocellular part, general;FF90FF;828;9;3;128.0
830;555;210.0;1;MRNp;Midbrain reticular nucleus, parvicellular part;FF90FF;829;9;3;128.0
831;294;319.0;1;SCm;Superior colliculus, motor related;FF90FF;830;8;3;323.0
832;26;427.0;1;SCdg;Superior colliculus, motor related, deep gray layer;FF90FF;831;9;3;294.0
833;42;429.0;1;SCdw;Superior colliculus, motor related, deep white layer;FF90FF;832;9;3;294.0
834;17;426.0;1;SCiw;Superior colliculus, motor related, intermediate white layer;FF90FF;833;9;3;294.0
835;10;425.0;1;SCig;Superior colliculus, motor related, intermediate gray layer;FF90FF;834;9;3;294.0
836;494;910.0;1;SCig-a;Superior colliculus, motor related, intermediate gray layer, sublayer a;FF90FF;835;10;3;10.0
837;503;911.0;1;SCig-b;Superior colliculus, motor related, intermediate gray layer, sublayer b;FF90FF;836;10;3;10.0
838;511;912.0;1;SCig-c;Superior colliculus, motor related, intermediate gray layer, sublayer c;FF90FF;837;10;3;10.0
839;795;240.0;1;PAG;Periaqueductal gray;FF90FF;838;8;3;323.0
840;50;430.0;1;PRC;Precommissural nucleus;FF90FF;839;9;3;795.0
841;67;149.0;1;INC;Interstitial nucleus of Cajal;FF90FF;840;9;3;795.0
842;587;214.0;1;ND;Nucleus of Darkschewitsch;FF90FF;841;9;3;795.0
843;614454277;;1;Su3;Supraoculomotor periaqueductal gray;FF90FF;842;9;3;795.0
844;1100;278.0;1;PRT;Pretectal region;FF90FF;843;8;3;323.0
845;215;26.0;1;APN;Anterior pretectal nucleus;FF90FF;844;9;3;1100.0
846;531;207.0;1;MPT;Medial pretectal area;FF90FF;845;9;3;1100.0
847;628;219.0;1;NOT;Nucleus of the optic tract;FF90FF;846;9;3;1100.0
848;634;220.0;1;NPC;Nucleus of the posterior commissure;FF90FF;847;9;3;1100.0
849;706;229.0;1;OP;Olivary pretectal nucleus;FF90FF;848;9;3;1100.0
850;1061;273.0;1;PPT;Posterior pretectal nucleus;FF90FF;849;9;3;1100.0
851;549009203;;1;RPF;Retroparafascicular nucleus;FF90FF;850;9;3;1100.0
852;549009207;;1;InCo;Intercollicular nucleus;FF90FF;851;8;3;323.0
853;616;76.0;1;CUN;Cuneiform nucleus;FF90FF;852;8;3;323.0
854;214;309.0;1;RN;Red nucleus;FF90FF;853;8;3;323.0
855;35;145.0;1;III;Oculomotor nucleus;FF90FF;854;8;3;323.0
856;549009211;;1;MA3;Medial accesory oculomotor nucleus;FF90FF;855;8;3;323.0
857;975;121.0;1;EW;Edinger-Westphal nucleus;FF90FF;856;8;3;323.0
858;115;155.0;1;IV;Trochlear nucleus;FF90FF;857;8;3;323.0
859;606826663;;1;Pa4;Paratrochlear nucleus;FF90FF;858;8;3;323.0
860;757;377.0;1;VTN;Ventral tegmental nucleus;FF90FF;859;8;3;323.0
861;231;28.0;1;AT;Anterior tegmental nucleus;FF90FF;860;8;3;323.0
862;66;432.0;1;LT;Lateral terminal nucleus of the accessory optic tract;FF90FF;861;8;3;323.0
863;75;433.0;1;DT;Dorsal terminal nucleus of the accessory optic tract;FF90FF;862;8;3;323.0
864;58;431.0;1;MT;Medial terminal nucleus of the accessory optic tract;FF90FF;863;8;3;323.0
865;615;925.0;1;SNl;Substantia nigra, lateral part;FF90FF;864;8;3;323.0
866;348;184.0;1;MBsta;Midbrain, behavioral state related;FF90FF;865;6;3;313.0
867;374;329.0;1;SNc;Substantia nigra, compact part;FFA6FF;866;8;3;348.0
868;1052;272.0;1;PPN;Pedunculopontine nucleus;FFA6FF;867;8;3;348.0
869;165;303.0;1;RAmb;Midbrain raphe nuclei;FFA6FF;868;7;3;348.0
870;12;142.0;1;IF;Interfascicular nucleus raphe;FFA6FF;869;8;3;165.0
871;100;153.0;1;IPN;Interpeduncular nucleus;FFA6FF;870;8;3;165.0
872;607344834;;1;IPR;Interpeduncular nucleus, rostral;FFA6FF;871;9;3;100.0
873;607344838;;1;IPC;Interpeduncular nucleus, caudal;FFA6FF;872;9;3;100.0
874;607344842;;1;IPA;Interpeduncular nucleus, apical;FFA6FF;873;9;3;100.0
875;607344846;;1;IPL;Interpeduncular nucleus, lateral;FFA6FF;874;9;3;100.0
876;607344850;;1;IPI;Interpeduncular nucleus, intermediate;FFA6FF;875;9;3;100.0
877;607344854;;1;IPDM;Interpeduncular nucleus, dorsomedial;FFA6FF;876;9;3;100.0
878;607344858;;1;IPDL;Interpeduncular nucleus, dorsolateral;FFA6FF;877;9;3;100.0
879;607344862;;1;IPRL;Interpeduncular nucleus, rostrolateral;FFA6FF;878;9;3;100.0
880;197;307.0;1;RL;Rostral linear nucleus raphe;FFA6FF;879;8;3;165.0
881;591;73.0;1;CLI;Central linear nucleus raphe;FFA6FF;880;8;3;165.0
882;872;108.0;1;DR;Dorsal nucleus raphe;FFA6FF;881;8;3;165.0
883;1065;132.0;1;HB;Hindbrain;FF9B88;882;3;3;343.0
884;771;237.0;1;P;Pons;FF9B88;883;5;3;1065.0
885;1132;282.0;1;P-sen;Pons, sensory related;FFAE6F;884;6;3;771.0
886;612;217.0;1;NLL;Nucleus of the lateral lemniscus;FFAE6F;885;8;3;1132.0
887;82;434.0;1;NLLd;Nucleus of the lateral lemniscus, dorsal part;FFAE6F;886;9;3;612.0
888;90;435.0;1;NLLh;Nucleus of the lateral lemniscus, horizontal part;FFAE6F;887;9;3;612.0
889;99;436.0;1;NLLv;Nucleus of the lateral lemniscus, ventral part;FFAE6F;888;9;3;612.0
890;7;283.0;1;PSV;Principal sensory nucleus of the trigeminal;FFAE6F;889;8;3;1132.0
891;867;249.0;1;PB;Parabrachial nucleus;FFAE6F;890;8;3;1132.0
892;123;156.0;1;KF;Koelliker-Fuse subnucleus;FFAE6F;891;9;3;867.0
893;881;251.0;1;PBl;Parabrachial nucleus, lateral division;FFAE6F;892;9;3;867.0
894;860;814.0;1;PBlc;Parabrachial nucleus, lateral division, central lateral part;FFAE6F;893;10;3;881.0
